,dep,lemma,tag
753,[],"['lemma: ""Ramírez""']",['  tag: NOUN']
754,['  head_token_index: 3'],"['lemma: ""aprovechar""']",['  tag: VERB']
755,['  head_token_index: 5'],"['lemma: ""el""']",['  tag: DET']
756,['  head_token_index: 3'],"['lemma: ""pantallazo""']",['  tag: NOUN']
757,['  head_token_index: 3'],"['lemma: ""y""']",['  tag: CONJ']
758,['  head_token_index: 9'],"['lemma: ""se""']",['  tag: PRON']
759,['  head_token_index: 9'],"['lemma: ""el""']",['  tag: PRON']
760,['  head_token_index: 3'],"['lemma: ""dar""']",['  tag: VERB']
761,['  head_token_index: 9'],"['lemma: ""de""']",['  tag: ADP']
762,['  head_token_index: 10'],"['lemma: ""periodista""']",['  tag: NOUN']
763,['  head_token_index: 3'],"['lemma: ""...""']",['  tag: PUNCT']
764,['  head_token_index: 2'],"['lemma: ""Maduro""']",['  tag: NOUN']
765,['  head_token_index: 2'],"['lemma: ""ellos""']",['  tag: PRON']
766,['  head_token_index: 2'],"['lemma: ""pedir""']",['  tag: VERB']
767,['  head_token_index: 2'],"['lemma: ""a""']",['  tag: ADP']
768,['  head_token_index: 3'],"['lemma: ""venezolano""']",['  tag: NOUN']
769,['  head_token_index: 2'],"['lemma: ""tener""']",['  tag: VERB']
770,['  head_token_index: 5'],"['lemma: ""linternas""']",['  tag: NOUN']
771,['  head_token_index: 6'],"['lemma: ""y""']",['  tag: CONJ']
772,['  head_token_index: 6'],"['lemma: ""tanque""']",['  tag: NOUN']
773,['  head_token_index: 8'],"['lemma: ""de""']",['  tag: ADP']
774,['  head_token_index: 9'],"['lemma: ""agua""']",['  tag: NOUN']
775,[],"['lemma: ""Despliegue""']",['  tag: NOUN']
776,[],"['lemma: ""de""']",['  tag: ADP']
777,['  head_token_index: 1'],"['lemma: ""tropa""']",['  tag: NOUN']
778,['  head_token_index: 2'],"['lemma: ""venezolano""']",['  tag: ADJ']
779,[],"['lemma: ""en""']",['  tag: ADP']
780,['  head_token_index: 6'],"['lemma: ""el""']",['  tag: DET']
781,['  head_token_index: 4'],"['lemma: ""frontera""']",['  tag: NOUN']
782,['  head_token_index: 6'],"['lemma: ""con""']",['  tag: ADP']
783,['  head_token_index: 7'],"['lemma: ""Colombia""']",['  tag: NOUN']
784,['  head_token_index: 5'],"['lemma: ""En""']",['  tag: ADP']
785,[],"['lemma: ""Magdalena""']",['  tag: NOUN']
786,['  head_token_index: 3'],"['lemma: ""cada""']",['  tag: DET']
787,['  head_token_index: 5'],"['lemma: ""día""']",['  tag: NOUN']
788,['  head_token_index: 5'],"['lemma: ""se""']",['  tag: PRON']
789,['  head_token_index: 5'],"['lemma: ""atender""']",['  tag: VERB']
790,['  head_token_index: 7'],"['lemma: ""dos""']",['  tag: NUM']
791,['  head_token_index: 5'],"['lemma: ""parto""']",['  tag: NOUN']
792,['  head_token_index: 7'],"['lemma: ""de""']",['  tag: ADP']
793,['  head_token_index: 8'],"['lemma: ""venezolano""']",['  tag: NOUN']
794,['  head_token_index: 1'],"['lemma: ""5""']",['  tag: NUM']
795,['  head_token_index: 3'],"['lemma: ""mujer""']",['  tag: NOUN']
796,['  head_token_index: 1'],"['lemma: ""venezolano""']",['  tag: ADJ']
797,['  head_token_index: 3'],"['lemma: ""dar""']",['  tag: VERB']
798,['  head_token_index: 3'],"['lemma: ""a""']",['  tag: ADP']
799,['  head_token_index: 4'],"['lemma: ""luz""']",['  tag: NOUN']
800,['  head_token_index: 3'],"['lemma: ""diariamente""']",['  tag: ADV']
801,['  head_token_index: 3'],"['lemma: ""en""']",['  tag: ADP']
802,['  head_token_index: 9'],"['lemma: ""el""']",['  tag: DET']
803,['  head_token_index: 7'],"['lemma: ""Atlántico""']",['  tag: NOUN']
804,['  head_token_index: 1'],"['lemma: ""Ahora""']",['  tag: ADV']
805,['  head_token_index: 2'],"['lemma: ""migrante""']",['  tag: ADJ']
806,['  head_token_index: 2'],"['lemma: ""caminar""']",['  tag: VERB']
807,['  head_token_index: 2'],"['lemma: ""en""']",['  tag: ADP']
808,['  head_token_index: 3'],"['lemma: ""familia""']",['  tag: NOUN']
809,['  head_token_index: 1'],"['lemma: ""Bogotá""']",['  tag: NOUN']
810,['  head_token_index: 1'],"['lemma: ""registrar""']",['  tag: VERB']
811,['  head_token_index: 1'],"['lemma: ""atención""']",['  tag: NOUN']
812,['  head_token_index: 1'],"['lemma: ""a""']",['  tag: ADP']
813,['  head_token_index: 3'],"['lemma: ""más""']",['  tag: ADV']
814,['  head_token_index: 4'],"['lemma: ""de""']",['  tag: ADP']
815,['  head_token_index: 7'],"['lemma: ""cinco""']",['  tag: NUM']
816,['  head_token_index: 5'],"['lemma: ""mil""']",['  tag: NUM']
817,['  head_token_index: 7'],"['lemma: ""venezolano""']",['  tag: ADJ']
818,['  head_token_index: 7'],"['lemma: ""embarazar""']",['  tag: ADJ']
819,['  head_token_index: 2'],"['lemma: ""Ambulancia""']",['  tag: NOUN']
820,[],"['lemma: ""venezolano""']",['  tag: ADJ']
821,['  head_token_index: 2'],"['lemma: ""cruzar""']",['  tag: VERB']
822,['  head_token_index: 2'],"['lemma: ""a""']",['  tag: ADP']
823,['  head_token_index: 3'],"['lemma: ""Brasil""']",['  tag: NOUN']
824,['  head_token_index: 2'],"['lemma: ""con""']",['  tag: ADP']
825,['  head_token_index: 7'],"['lemma: ""cinco""']",['  tag: NUM']
826,['  head_token_index: 5'],"['lemma: ""heridos""']",['  tag: NOUN']
827,['  head_token_index: 5'],"['lemma: ""\\""""']",['  tag: PUNCT']
828,['  head_token_index: 2'],"['lemma: ""El""']",['  tag: DET']
829,['  head_token_index: 5'],"['lemma: ""valentía""']",['  tag: NOUN']
830,['  head_token_index: 2'],"['lemma: ""de""']",['  tag: ADP']
831,['  head_token_index: 3'],"['lemma: ""pueblo""']",['  tag: NOUN']
832,['  head_token_index: 5'],"['lemma: ""hacer""']",['  tag: VERB']
833,['  head_token_index: 5'],"['lemma: ""que""']",['  tag: ADP']
834,['  head_token_index: 8'],"['lemma: ""el""']",['  tag: DET']
835,['  head_token_index: 6'],"['lemma: ""fuerza""']",['  tag: NOUN']
836,['  head_token_index: 8'],"['lemma: ""militar""']",['  tag: ADJ']
837,['  head_token_index: 8'],"['lemma: ""venezolano""']",['  tag: ADJ']
838,['  head_token_index: 8'],"['lemma: ""se""']",['  tag: PRON']
839,['  head_token_index: 5'],"['lemma: ""...""']",['  tag: PUNCT']
840,['  head_token_index: 1'],"['lemma: ""“""']",['  tag: PUNCT']
841,['  head_token_index: 5'],"['lemma: ""Tropa""']",['  tag: NOUN']
842,['  head_token_index: 1'],"['lemma: ""en""']",['  tag: ADP']
843,['  head_token_index: 4'],"['lemma: ""el""']",['  tag: DET']
844,['  head_token_index: 2'],"['lemma: ""frontera""']",['  tag: NOUN']
845,['  head_token_index: 5'],"['lemma: ""mostrar""']",['  tag: VERB']
846,['  head_token_index: 7'],"['lemma: ""el""']",['  tag: DET']
847,['  head_token_index: 5'],"['lemma: ""miedo""']",['  tag: NOUN']
848,['  head_token_index: 7'],"['lemma: ""de""']",['  tag: ADP']
849,['  head_token_index: 8'],"['lemma: ""Maduro""']",['  tag: NOUN']
850,['  head_token_index: 7'],"['lemma: ""”""']",['  tag: PUNCT']
851,['  head_token_index: 7'],"['lemma: "":""']",['  tag: PUNCT']
852,['  head_token_index: 7'],"['lemma: ""líder""']",['  tag: NOUN']
853,['  head_token_index: 5'],"['lemma: ""...""']",['  tag: PUNCT']
854,['  head_token_index: 2'],"['lemma: ""Barco""']",['  tag: NOUN']
855,[],"['lemma: ""venezolano""']",['  tag: ADJ']
856,['  head_token_index: 2'],"['lemma: ""zarpar""']",['  tag: VERB']
857,['  head_token_index: 2'],"['lemma: ""para""']",['  tag: ADP']
858,['  head_token_index: 3'],"['lemma: ""impedir""']",['  tag: VERB']
859,['  head_token_index: 6'],"['lemma: ""que""']",['  tag: ADP']
860,['  head_token_index: 4'],"['lemma: ""llegar""']",['  tag: VERB']
861,['  head_token_index: 6'],"['lemma: ""ayudar""']",['  tag: NOUN']
862,['  head_token_index: 6'],"['lemma: ""desde""']",['  tag: ADP']
863,['  head_token_index: 8'],"['lemma: ""...""']",['  tag: PUNCT']
864,['  head_token_index: 1'],"['lemma: ""Migración""']",['  tag: NOUN']
865,['  head_token_index: 1'],"['lemma: ""afectar""']",['  tag: VERB']
866,['  head_token_index: 3'],"['lemma: ""el""']",['  tag: DET']
867,['  head_token_index: 1'],"['lemma: ""mascota""']",['  tag: NOUN']
868,['  head_token_index: 3'],"['lemma: ""de""']",['  tag: ADP']
869,['  head_token_index: 4'],"['lemma: ""familia""']",['  tag: NOUN']
870,['  head_token_index: 5'],"['lemma: ""venezolano""']",['  tag: ADJ']
871,['  head_token_index: 8'],"['lemma: "",""']",['  tag: PUNCT']
872,['  head_token_index: 3'],"['lemma: ""en""']",['  tag: ADP']
873,['  head_token_index: 8'],"['lemma: ""ambos""']",['  tag: PRON']
874,['  head_token_index: 1'],"['lemma: ""...""']",['  tag: PUNCT']
875,['  head_token_index: 3'],"['lemma: ""En""']",['  tag: ADP']
876,[],"['lemma: ""Cúcuta""']",['  tag: NOUN']
877,['  head_token_index: 3'],"['lemma: ""ahora""']",['  tag: ADV']
878,['  head_token_index: 3'],"['lemma: ""nacer""']",['  tag: VERB']
879,['  head_token_index: 5'],"['lemma: ""más""']",['  tag: ADV']
880,['  head_token_index: 3'],"['lemma: ""bebé""']",['  tag: NOUN']
881,['  head_token_index: 5'],"['lemma: ""venezolano""']",['  tag: ADJ']
882,['  head_token_index: 5'],"['lemma: ""que""']",['  tag: ADP']
883,['  head_token_index: 7'],"['lemma: ""colombiano""']",['  tag: ADJ']
884,['  head_token_index: 1'],"['lemma: ""El""']",['  tag: DET']
885,['  head_token_index: 1'],"['lemma: ""apagón""']",['  tag: NOUN']
886,['  head_token_index: 1'],"['lemma: ""de""']",['  tag: ADP']
887,['  head_token_index: 2'],"['lemma: ""Nicolás""']",['  tag: NOUN']
